,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
3295,8786_0.txt,NA,1910,"angry workers he narrowly escaped being rammed against the iron door and crushed to death . he realized his narrow escape and re tired from the scene . it was but a short time before the mob reached , the inner cell door . in the meantime members of the",mob,"had been talking with the frightened negroes . each of whom con fessed , but each said the other had fired the fatal shot . when the door of the cell contalt ing the murderers was battered down they were taken out into the yard of the court house which"
3296,8786_0.txt,NA,1910,the door of the cell contalt ing the murderers was battered down they were taken out into the yard of the court house which is opposite the city jail and one of them was hung from the limb of a tree . while this was being done several of the,mob,"took the other negro members in a wagon , telling him he would receive better treatment if he would show them where they had thrown the re volver after shooting fox . he prom ised to do so . in passing the railroad station on the way to the scene"
3297,8786_0.txt,NA,1910,"scene of the shooting some one in the crowd that followed shouted it don't make any difference what had been promised he would be hung anyway . the negro rose up and said if that was the case , he might as well be hung now . at this the",mob,jerked him out of the wagon and strung him up to the art of a telegraph pole . the hanging of both negroes was witnessed by many woryen and chil dren and nearly all the white people of the town and surrounding country who gave words of encouragement to those
3298,8787_0.txt,"The Topeka state journal (Topeka, Kansas)",1920,"vindicated and the world convinced not only of our strength and prowess but of our integrity and our devotion to the highest ideals . this is a conquering purpose and nothing can defeat it . woodrow wilson . sues for topekan's death . would collect $ 7,500 from duluth for",mob,"action against negro . * july duluth , minn . , 3 . - elisha scott , negro attorney of topeka , kan . . has filed suit here against the city of duluth on behalf of clifford jackson . of topeka , to collect $ 7,500 damages for the"
3299,8787_0.txt,"The Topeka state journal (Topeka, Kansas)",1920,"who was one of the three negroes lynched here june 15 . the city officers are charged with negligence in not furnishing young jackson sufficient protection . sinn fein shoot policeman , dublin , july 3 . - police sergeant tobin was shot dead and constable ready severely wounded when",a party of,"four policemen was fired upon from ambush near ballinore . tipperary , today the other two policeman escaped . ."
3300,8788_0.txt,"The Bismarck tribune (Bismarck, N.D.)",1926,"springer spaniel , spitz , cocker span",mob,"which took him from the dover , iel and airedale . tenn . , jail . bell was hanged to the additional prizes are being offered limb of a tree and then shet full of for the homeliest dog , the best train- holes . he was on trial for"
3301,8788_0.txt,"The Bismarck tribune (Bismarck, N.D.)",1926,"rufus joyner , 35 years old , at parker- dog , and the funniest dressed dog . in town , tenn . , last sunday night . charge of the show are scouts leiss mann , person , crewe and rosen . 120 men are negro prisoner entombed lynched by",mob,"mine explosion in hopkinsville , ky . , oct . 9 . - ( pp ) capetown , south africa , oct . 9 . ( p ) word was received here today of the -four white men and 116 lynching of herb bell , negro , by a were"
3302,8789_0.txt,NA,1921,"of the labor confer ence , assembled here . negro murderer lynched . meridian , miss.- will echols , negro , recently convicted of the murder of henry w . davis , an aged night watch- man at a lumber plant , was taken from jail at quitman by a",small party of,"men , carried two miles into the country and shot to death . thaddeus h . caraway charris & ewise representative thaddeus h . cara way of the first arkansas district , beat united states senator william f . kirby for the latter's renomination . japanese- american affairs at crisis"
3303,8794_0.txt,"The interior journal (Stanford, Ky.) 1905-1910",1909,a,mob,"lynched three negroes at mar shall , tex . killed a deputy sher iff . they"
3304,8796_0.txt,"Grand Forks herald (Grand Forks, N....)",1920,duluth lynching,mob,"girls cheered on the duluth , minn . . june 22 . - mob psychology as evidenced in the rioting here , when three negroes were ed , showed many peculiar traits lynch . horror , perhaps , would have trans fixed any one of the young women had she"
3305,8796_0.txt,"Grand Forks herald (Grand Forks, N....)",1920,"duluth lynching mob girls cheered on the duluth , minn . . june 22 . -",mob,"psychology as evidenced in the rioting here , when three negroes were ed , showed many peculiar traits lynch . horror , perhaps , would have trans fixed any one of the young women had she observed a lynching as a lone spectator , the mental attitude of the mob"
3306,8796_0.txt,"Grand Forks herald (Grand Forks, N....)",1920,"mob psychology as evidenced in the rioting here , when three negroes were ed , showed many peculiar traits lynch . horror , perhaps , would have trans fixed any one of the young women had she observed a lynching as a lone spectator , the mental attitude of the",mob,made but it a holiday affair .
3307,8804_0.txt,"Wausau pilot (Wausau, Wis.)",1917,"interned for kaiser cakes . new york , dec . 14 . - because frederick j . heuser , a confectioner , sold cakes decorated with the german col- authorities decided he federal was ors , spreading german propaganda . he was arrested an dinterned on ellis island . wyoming",mob,"lynches a negro . rock springs , wyo . , dec . 14 . - an unidentified negro charged with molesting woman residents of blairtown , a suburb , was taken from the city jail and hanged to bridge north of rock springs . his body a was found ."
3308,8805_0.txt,NA,1919,"mayor omaha lynch to attempt the attempted hanging of mayor edward p . smith of omaha , nebraska , by a",mob,"that the mayor was try- ing to prevent from lynching a negro , is a new monstra- tion of mass violence . in the history of lynchings there are few instances of attacks on public officials . police chiefs , sheriffs , judges and mayors , trying to prevent lynchings"
3309,8805_0.txt,NA,1919,", trying to prevent lynchings usually have won their point or have been pushed aside , more or less respectfully . such injuries as they have received have commonly been accidental and incidental . the stringing up of mayor smith , therefore , showed a greater degree of lawlessness than",mobs,usually are guilty of . it was not accidental . men can't be hanged by other men by accident . doubtless the governor of the state or the judges of the state supreme court would have suffered the same fate as the mayor of omaha had they been in his
3310,8805_0.txt,NA,1919,it was not accidental . men can't be hanged by other men by accident . doubtless the governor of the state or the judges of the state supreme court would have suffered the same fate as the mayor of omaha had they been in his place . opposing such blind,mob,"passion , no public offi cial would have stood a chance , this incident emphasizes the temporary hatred of law and order which is one of the characteristics of a mob , bent on lynching . this mob knew its intent to be mur- derous and was quite cognizant of"
3311,8805_0.txt,NA,1919,"suffered the same fate as the mayor of omaha had they been in his place . opposing such blind mob passion , no public offi cial would have stood a chance , this incident emphasizes the temporary hatred of law and order which is one of the characteristics of a",mob,", bent on lynching . this mob knew its intent to be mur- derous and was quite cognizant of the lawlessness of its whole procedure , yet it was so determined to carry out its purpose that it was ready to kill , and did attempt to kill , the"
3312,8805_0.txt,NA,1919,"of omaha had they been in his place . opposing such blind mob passion , no public offi cial would have stood a chance , this incident emphasizes the temporary hatred of law and order which is one of the characteristics of a mob , bent on lynching . this",mob,"knew its intent to be mur- derous and was quite cognizant of the lawlessness of its whole procedure , yet it was so determined to carry out its purpose that it was ready to kill , and did attempt to kill , the highest public official of a big city"
3313,8805_0.txt,NA,1919,", and did attempt to kill , the highest public official of a big city who did no more than try to uphold the law in accordance with the provisions of the law , at the dictate of his own conscience , in fulfillment of his sworn duty . the",mob,"also fought , and was willing to kill , the police of omaha who were also ful filling their sworn duty in trying to keep the negro out of the mob's hands , save the mayor's life and restore order in the city . why did this mob break loose"
3314,8805_0.txt,NA,1919,"the law , at the dictate of his own conscience , in fulfillment of his sworn duty . the mob also fought , and was willing to kill , the police of omaha who were also ful filling their sworn duty in trying to keep the negro out of the",mob's,"hands , save the mayor's life and restore order in the city . why did this mob break loose ? why are lynchings so common in the united states ? what shall be done to pre- vent them ? lynchings of negroes accused of attacks on women are common because"
3315,8805_0.txt,NA,1919,". the mob also fought , and was willing to kill , the police of omaha who were also ful filling their sworn duty in trying to keep the negro out of the mob's hands , save the mayor's life and restore order in the city . why did this",mob,break loose ? why are lynchings so common in the united states ? what shall be done to pre- vent them ? lynchings of negroes accused of attacks on women are common because the acts themselves are frequent and be they infuriate a part of the public . their anger
3316,8805_0.txt,NA,1919,", but the mere fact that there are obstacles furnishes no reason why there should not be investigation and punishment . hard punishment will be a preventive of lynchings while improvements in law enforcement fol lowing the commission of crimes will remove much of the rancor that finds expression in",mob,"spirit . meanwhile , this lynching at omaha stands as one of most disgraceful occurrences that ever blackened a the city's name . probably the result of the super- fury engendered in the mob because of the nine hours ' resistance which the authorities had offered . the burning of"
3317,8805_0.txt,NA,1919,"fol lowing the commission of crimes will remove much of the rancor that finds expression in mob spirit . meanwhile , this lynching at omaha stands as one of most disgraceful occurrences that ever blackened a the city's name . probably the result of the super- fury engendered in the",mob,because of the nine hours ' resistance which the authorities had offered . the burning of the courthouse and the resulting destruction of thousands of unreplaceablé records were incidental and comparatively minor acts of lawlessness . lynchings into which the racial element does not enter may be ascribed a little
3318,8805_0.txt,NA,1919,"a trial a farce and test the patience of a justice loving public . if there were more swift and adequate administration of justice after the commission of crimes , there would be fewer lynchings . this is not a defence of lynchings but a simple statement of fact .",mobs,"often are formed , break laws and risk their own lives in order to execute someone whom they believe to be guilty of crime when they would not do so had they not the uneasy feeling that otherwise the guilty might go un punished . we know very well that"
3319,8805_0.txt,NA,1919,", or we have a mass of conflicting laws whereby the guilty may profit and have profited to such an extent that the people have been moved to take the administration of justice out of the hands of the courts . this is lamentable and the more so because the",mobs,"in each instance have disgraced themselves , shamed their states and cast discredit on their country in the estimation of foreign peoples . as to punishment , it is hard to punish adequately be cause of the difficulty of fixing blame . it usually is not difficult to discover the"
3320,8806_0.txt,"The daily worker (Chicago, Ill.)",1929,", the southern capitalists and their hangers- on- the preachers , politicians , editors and teachers- have taught the white workers that their poverty is caused by the negroes . with this belief inculcated in the minds of the workers it was therefore easy to incite them into lynch ing",mobs,". gastonia shows that the workers will no longer be fooled by the deceptive propaganda of their oppressors . present events indicate the fighting spirit of the masses . gastonia has already thrown to the forefront several burning issues . chief among these , it has dramatized in the boldest"
3321,8806_0.txt,"The daily worker (Chicago, Ill.)",1929,", despite their knowl edge of the slave traditions of the south , and fully aware of the fact that the business men and their lackeys would exploit the stand taken on behalf of the negroes , nevertheless refused to surrender their positions . their heroism in the face of",mob,"law and the lynching appeals of the press will never be forgotten by the american workers . their courage surpassed that of the abolitionists . their's was a mission to emancipate not only negroes but white workers as well from the fet ters of wage slavery . "" the gastonia"
3322,8806_0.txt,"The daily worker (Chicago, Ill.)",1929,"were being shot down by the gunmen of the mill owners , and to unite with the "" respectable "" citizens to rid the town of the dirty "" foreigners . "" reailzing that the appeals were in vain , that the workers refused to be stampeded into a lynching",mob,", the reactionary forces organized a fascist battallion called the "" committee of one hundred "" and set out to take the lives of the strike leaders themselves . during the raid on the strike headquarters by the "" committee of one hundred "" headed by the police , a"
3323,8806_0.txt,"The daily worker (Chicago, Ill.)",1929,hall and warned him to keep away . they met hall two miles out of town and took him in a motor car to charlotte where they collected enough money among themselves to pay his railroad fare to new york . no sooner had hall embarked on the train a,mob,broke into the house where he hid before his departure . it was only the timely and prompt action of these white workers that saved the life of their negro comrade . one can easily imagine why these fascists were so anxious to get hold of hall . as a
3324,8807_0.txt,"The producers news (Plentywood, Mon...)",1924,"years . while they are the second party in the wisconsin legis- lature with the democrats nowhere they are not strong enough at madison to control state legislation . latest returns give hoan 74,000 and rose 56,000 , giving hoan a majority of 18,000 . sheriffs prevent lynching of negro",mob,"violence would decrease if public officials followed the example of the rocky mount , va . , officers who prevented the lynching of ote gil- bert , a negro sentenced to 20 years for criminal assault , the american civil liberties union declares in a statement issued today . according"
3325,8807_0.txt,"The producers news (Plentywood, Mon...)",1924,"lynching of ote gil- bert , a negro sentenced to 20 years for criminal assault , the american civil liberties union declares in a statement issued today . according to a letter received by the union from j . p . lee , public prosecutor of rocky mount , a",mob,"formed outside the jail to lynch gilbert , but dispersed when they found that any attempt to take the prisoner would result in a number of people being killed . "" the officers were determined to go to any length in the protection of the prisoner , even to the"
3326,8812_0.txt,"The state rights democrat (Albany, Linn Co...)",1896,"lynch law , but in this caee nothing else could have done justice . - prompt and deserved justice lewiston , aug 19- frank biles , a of half- breed indian from nez perce reservation , was taken from asotin jail at 11 o'clock last night and hanged by a",mob,"of is indignant citizens . his crime was the brutal criminal outrage of miss mary richardson , a young woman 17 years of age . miss richardson , whose home is in enterprise , or . , was in delicate health , and had been visiting friends in this vicinity"
3327,8813_0.txt,The San Francisco call (San Francisco [...),1896,"murderer saved from lynching . paxton , ill . , dec . 17 . -- a",mob,"from the vicinity of the geddes murder , in drummer township , arrived here last night with the avowed object of lynching hartman , the prisoner in the county jait indicted for the murder of mrs . geddes . it was foiled by sheriff mason , spirited the prisoner to"
3328,8814_1.txt,"The Democratic advocate (Westminster, Md...)",1899,"a negro , named duckett , was taken from the sheriff of little river county , askansas , by a",mob,"on tuesday and hanged . he con fessed the murder of james stockton , planter . a"
3329,8815_0.txt,NA,1898,lynched for hog stealing an arkansas,mob,"of whites punishes a $ 2 theft with death . little rock , ark . , jan . 2 . - an aged negro was lynched yesterday by a mob of white citizens near sherrill , in cleve county , for hog stealing . when discovered the body of the"
3330,8815_0.txt,NA,1898,"lynched for hog stealing an arkansas mob of whites punishes a $ 2 theft with death . little rock , ark . , jan . 2 . - an aged negro was lynched yesterday by a",mob,"of white citizens near sherrill , in cleve county , for hog stealing . when discovered the body of the negro was lying across the dead body of the hog had stolen . pinned to the man's cloth ing was a card bearing the words : "" you will never"
3331,8816_0.txt,"Willmar tribune (Willmar, Minn.)",1899,a,mob,"lynched daniel patrick , a ne who miss bessie gro assaulted near scranton , miss . ireland"
3332,8818_0.txt,The sun (New York [N.Y.]) 1833-1916,1896,", ky . . nov . 8 . - will bean , the negro who assaulted the wife of l . c . clark in this county on last thursday , was captured and placed in jail here this morning . while the sheriff was bringing him to town a",mob,"took him before mrs . clark , who identified him . she is expected to die from fright , but she pleaded with the mob to allow the law to take its course , and bean was finally turned over to the sheriff . negroes as well whites threaten to"
3333,8818_0.txt,The sun (New York [N.Y.]) 1833-1916,1896,"this county on last thursday , was captured and placed in jail here this morning . while the sheriff was bringing him to town a mob took him before mrs . clark , who identified him . she is expected to die from fright , but she pleaded with the",mob,"to allow the law to take its course , and bean was finally turned over to the sheriff . negroes as well whites threaten to lynch him if mrs . clark dies as ."
3334,8818_1.txt,The sun (New York [N.Y.]) 1833-1916,1896,"bryanite leader arrested for 014 murder . louisville , ky . , nov . 8 . - a dying negro in metcalfe county last week confessed to being one of a",mob,"that committed a murder seven years ago . the leader of the mob , he said , was theodore mcintyre , a young populist politician , who had moved to hardyville , hart county , and had settled on a farm . melntyre took a very active part in the"
3335,8818_1.txt,The sun (New York [N.Y.]) 1833-1916,1896,"bryanite leader arrested for 014 murder . louisville , ky . , nov . 8 . - a dying negro in metcalfe county last week confessed to being one of a mob that committed a murder seven years ago . the leader of the",mob,", he said , was theodore mcintyre , a young populist politician , who had moved to hardyville , hart county , and had settled on a farm . melntyre took a very active part in the recent campaign for bryan . he is the nephew of silas payton ,"
3336,8821_0.txt,NA,1892,"circuit court is in session at pineville , and among the criminal cases , are nine indictments against members of the middlesborough police force for being members of a",mob,that hung frank simus last summer . ras
3337,8822_0.txt,"Bismarck weekly tribune (Bismarck, Dakot...)",1891,lynched seiboldt . a brutal wisconsin murder avenged by a,mob,"at darlington . milwaukee , sept . 23 . - a darlington , wis . , special to the journal says : anton sieboldt , who pounded james meighan to death last wednesday , was taken from the jail here by a mob and hung to a tree in the"
3338,8822_0.txt,"Bismarck weekly tribune (Bismarck, Dakot...)",1891,"a brutal wisconsin murder avenged by a mob at darlington . milwaukee , sept . 23 . - a darlington , wis . , special to the journal says : anton sieboldt , who pounded james meighan to death last wednesday , was taken from the jail here by a",mob,"and hung to a tree in the park until dead . this was the day set for his preliminary examination and he was brought to town- at 11 a . m . from monroe , greene county , where he had been taken for safety , a mob having threatened"
3339,8822_0.txt,"Bismarck weekly tribune (Bismarck, Dakot...)",1891,"by a mob and hung to a tree in the park until dead . this was the day set for his preliminary examination and he was brought to town- at 11 a . m . from monroe , greene county , where he had been taken for safety , a",mob,having threatened to lynch him last thursday . he was cool and adjusted the rope about his own neck . the meets with general approval . lynch-
3340,8824_0.txt,"The Seattle post-intelligencer (Seattle, Wash. ...)",1892,"l . johnson and his accomplished daughter , janette , were murdered in a most revolt ing manner and the bodies burned to conceal the crime . four negroes were ar rested after several days ' search . they confessed the crime and were lodged in jail . yesterday a",mob,"overpowered the sheriff , took the fiends out , hung them to a tree and riddled their bodies with bul lets then they cut them . , tore down them limb from limb , gathered the pieces together and burned them . the names of the lynched men : jim"
3341,8825_1.txt,"The Jasper weekly courier (Jasper, Ind.)",1892,a,mob,"of masked men entered the jail at memphis , tenn . , on the morn ing of the 9th , by means of a ruse , ran has sacked it from top to bottom , and took out three of the negro leaders in recent riot and shot them to"
3342,8825_1.txt,"The Jasper weekly courier (Jasper, Ind.)",1892,a mob of,masked,"men entered the jail at memphis , tenn . , on the morn ing of the 9th , by means of a ruse , ran has sacked it from top to bottom , and took out three of the negro leaders in recent riot and shot them to death ."
3343,8825_1.txt,"The Jasper weekly courier (Jasper, Ind.)",1892,a mob of,masked men,"entered the jail at memphis , tenn . , on the morn ing of the 9th , by means of a ruse , ran has sacked it from top to bottom , and took out three of the negro leaders in recent riot and shot them to death . the"
3344,8826_0.txt,"Fisherman & farmer (Edenton, N.C.)",1892,a,mob,"at jacksboro , tenn . , lynched andy beshears and john willis , who had assault ed a woman in the presence of her husband . were made to stand on a gate until the ropes they were fixed ."
3345,8829_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,hanged by a,mob,". a colored man lynched at weir city . accused of killing a bar tender -evidence not positive . kansas city , oct . 31 . - a star special from weir city , kan . , says : weir city was the scene last night of a double tragedy"
3346,8829_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,"mcardle , bar tender in berry janes "" joint "" was shot and killed at half past 10 o'clock and in less than two hours , his supposed murderer , george wells , a negro miner from scammon , was swinging to a telephone pole , the victim of a",mob,"which had forcibly taken him from jail . earlier in the evening mcardle and wells had some words in the saloon af ter which the negro left . shortly af terwards a shot was fired from across the street , the bullet striking mcardle squarely in the forehead . he"
3347,8829_0.txt,"The Topeka state journal (Topeka, Kansas)",1899,out to an officer who arrested him on suspicion and lodged him in jail . another spectator shortly after wards identified him as the negro who had quarreled with mcardle and the report quickly spread that he was identified as the man who did the killing . a howling determined,mob,"formed quickly and marched to the jail . se curing wells without much trouble they dragged the frightened negro from the building and strung him up to the nearest telephone pole . before the rope was placed about his neck , wells admitted he was with the man who shot"
3348,8830_0.txt,NA,1891,"may 12 . - ashbury green ( colored ) , sentenced to twenty- one years in the penitentiary yesterday at centerville , md . , for assault on mrs . how ard tolion of kent island on february 28 , 1891 , was taken from jail at centerville by a",masked,"body of men this morning shortly after 1 o'clock and hung to the limb of a tree . no excitement whatever attended sentence , though a large crowd was the about the court house all day ."
3349,8832_0.txt,"The western sentinel (Winston-Salem, ...)",1891,"show of the splendidly equipped superbly drilled and brave , determined hornets nest riflemen , capt . robertson ; alone preven- ted the raiding of the jail , the certain killing of some the good people , and the probable sacking of the city of charlotte by an infuriated negro",mob,". the scene was a terrible one . preconcerted signal of the ringing of their chuch bells , the negroes assembled in hundreds , and threatened the most outrageous violence against the peace and put in deadly peril the homes and lives of women and children as well as the"
3350,8832_0.txt,"The western sentinel (Winston-Salem, ...)",1891,"deadly peril the homes and lives of women and children as well as the active citizens and peace officers of the city . and the presence of this splendid military company also certain hot headed white prevented aven- gers of outrage from committing a worse crime than murder , a",mob,"of a prisoner in jail . lynching those localities that are indif- ferent to this matter of military bitterly repent their criminal protection will one of these days carelessness . the blood of citizens , the lives of women children will of these points and pay penalty the of the"
3351,8832_1.txt,"The western sentinel (Winston-Salem, ...)",1891,"what was joe . interview at kansas in an john c . days ago col . city a few one of orleans , of new wickliffe , lynched the eleven italians , sta the leaders of the",mob,"which joe ted to a reporter that macheca , who was considered the chief of the offenders , proba- bly had not a drop of italian , blood in his veins . "" his father , "" said colonel wickliffe , "" was an irishman , his mother an american"
3352,8833_1.txt,"The morning news (Savannah, Ga.)",1891,"a murderer lynched . billings , mont . , july 24 . - an organized",masked,"mob broke into the jail last night , held revolvers on the sheriff , took the murderer of josepb claney and hanged him to telegraph pole . the murderer was a a tramp ."
3353,8833_1.txt,"The morning news (Savannah, Ga.)",1891,"a murderer lynched . billings , mont . , july 24 . - an organized masked",mob,"broke into the jail last night , held revolvers on the sheriff , took the murderer of josepb claney and hanged him to telegraph pole . the murderer was a a tramp ."
3354,8837_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1891,"wash . , oct . 12 . - a young man named victor beebe was killed fri day night by a man named day , in a quarrel about some cows which had destroyed beebe's corn . day fled after the shooting , but was captured next day and a",mob,"organized to lynch him . he was taken to kalama , but it is feared will yet be lynched . he"
3355,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,"three negroes lynched . a leesburg , ga . ,",mob,"dispensed justice by wholesale last evening . atlanta , ga . , feb . 11 . - a telephone message at midnight from leesburg , in the southern part of the state , says a mob took cupid redding and two other negroes from the jail there to- night and"
3356,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,"three negroes lynched . a leesburg , ga . , mob dispensed justice by wholesale last evening . atlanta , ga . , feb . 11 . - a telephone message at midnight from leesburg , in the southern part of the state , says a",mob,"took cupid redding and two other negroes from the jail there to- night and lynched them . the message did not say where the mob had come from , but was to the effect that they were apparently well organized , and , on reaching the jail , quick y"
3357,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,". , feb . 11 . - a telephone message at midnight from leesburg , in the southern part of the state , says a mob took cupid redding and two other negroes from the jail there to- night and lynched them . the message did not say where the",mob,"had come from , but was to the effect that they were apparently well organized , and , on reaching the jail , quick y demanded the keys . they were deliver ed after a short parley with the sheriff and the mob entered the jail . the three negroes"
3358,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,"the message did not say where the mob had come from , but was to the effect that they were apparently well organized , and , on reaching the jail , quick y demanded the keys . they were deliver ed after a short parley with the sheriff and the",mob,"entered the jail . the three negroes were secured , and , according to the tele phone advices , the mob started for the woods with them . governor candler to- night ordered a com pany of state militia from albany to lees burg , to prevent , if possible"
3359,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,"well organized , and , on reaching the jail , quick y demanded the keys . they were deliver ed after a short parley with the sheriff and the mob entered the jail . the three negroes were secured , and , according to the tele phone advices , the",mob,"started for the woods with them . governor candler to- night ordered a com pany of state militia from albany to lees burg , to prevent , if possible , the lynching of a negro at the latter place . it was re ported to the governor by the sheriff"
3360,8838_0.txt,"Kansas City journal (Kansas City, Mo...)",1899,"with them . governor candler to- night ordered a com pany of state militia from albany to lees burg , to prevent , if possible , the lynching of a negro at the latter place . it was re ported to the governor by the sheriff of lee county that",a party of,"lynchers would take the regular night train at smithville and come to leesburg for the purpose of lynching the negro . the governor was not informed of the negro's name , but was told that he had been arrested and jailed at leesburg during the afternoon . the trio lynched"
3361,8839_1.txt,"The Irish standard (Minneapolis, Mi...)",1893,"all them . lynched gaston , s . c . , aug . 1 . - handy kaig- ler , the third and last of the negroes who assaulted the young wife of archie at this place , was lynched by a",mob,sightler yesterday .
3362,8840_0.txt,NA,1893,"routed by the strikers . as a result of the battle the men in the strip were routed by the strikers and were forced to flee for their lives , pursued by a howling",mob,", which would have lynched them had they been caught . the owner of the clements , his son and a man named big dick reed are said to be the ones who did the shooting , and they have given them selves up , and were run out of"
3363,8841_0.txt,The Salt Lake herald (Salt Lake City ...),1898,"the negro with desperation , but the negro drew a piece of sharp iron , striking her on the head and inflicting fatal . he wounds that may prove fled , believing his victim to be dead . when the neighbors learned of the horrible affair , they formed a",mob,"and pursued the negre with bloodhounds . they trailed him to a small cabin with- in five miles of where the crime was quickly committed door . the was broken down . the negro , hearing the noise , tried to escape through a win dow , but failed ."
3364,8844_0.txt,"Hopkinsville Kentuckian (Hopkinsville, K...)",1899,lynching in meixco . of an infuriated,mob,". seven colored laborers victims diaz , mexico , may 23 . - there is great excitement in the town of san dialo , ten miles from here , over the lynching of seven colored laborers on the mexican central railway . jose santo , a spanish negro , attempted"
3365,8846_0.txt,"The Coalville times (Coalville, Utah)",1899,"war with spain . , the city hall in chi cago was last winter the scene of a",mob,that threatened to lynch the aldermen who had been bought up like cattle by the street railroad lines of that city . but this i believe was a sham affair and the actors in it de served hanging as much as the alder . so deep are the jungles of
3366,8850_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1891,"a colored rape fiend lynched . fort gibson , miss . , sept . 4 . - willie smith , colored , who criminally assaulted a white lady near here august 21st , was captured last tuesday . today a",mob,"of 500 men , mostly colored , took him to the scene of his crime , where he was fully identified by his victim after which they hanged him . ,"
3367,8853_0.txt,NA,1898,four men are lynched . two murderers and two rapists executed by arkansas,mobs,". four colored men have been lynched in the vicinity of bearden , ark . , within the last few days . two were rapist and two murders . the ravishers , devo and huntly , were swung up three miles north of bearden , and the murderers met their"
3368,8853_0.txt,NA,1898,", within the last few days . two were rapist and two murders . the ravishers , devo and huntly , were swung up three miles north of bearden , and the murderers met their fate a few miles south of bearden . the work was done by two separate",mobs,", and according reports created little excite- ment . to"
3369,8853_1.txt,NA,1898,burned them alive horrible fate of two semi nole halfbreeds . met death at the hands of an en raged,mob,"in oklahoma- with outraging and murdering charged a farmer's wife- other items . are burned at the stake . a dispatch from fort smith , ark . , suu day says : justice in a more horrible form than that meted out to henry smith of paris , tex ."
3370,8853_1.txt,NA,1898,"murdering charged a farmer's wife- other items . are burned at the stake . a dispatch from fort smith , ark . , suu day says : justice in a more horrible form than that meted out to henry smith of paris , tex . , was administered by a",mob,"on the oklahoma border friday night to j . marcus mcgeisey and palmer simpson , two seminole indians . they were charged with murder , their victim being mrs . james simmons a respectable farm er's wife living in oklahoma . the crime was a most revolting one and the"
3371,8853_1.txt,NA,1898,"scene of their crime they were executed by judge lynch's "" order in the most horrible manner that human minds and hands could devise . they were burned at the stake . the indians met their doom with the usual stoicism of their race . after life was extinct the",mob,allowed the fire to die down and they quickly dispersed their several homes . to
3372,8854_0.txt,NA,1892,"while the crimes for which men have been recently lynched in various parts of the country are of the most revolting character and naturally arouse the strongest feelings of re- venge in a community directly affected , they are nevertheless a national disgrace .",mobs,"do not act under the influence of reason and are not controlled by law . they deal out vengeance , not justice , yet in some places these mobs have taken the places of courts and usurped the functions of executive officers . the existence of palliating circumstances must in"
3373,8854_0.txt,NA,1892,"naturally arouse the strongest feelings of re- venge in a community directly affected , they are nevertheless a national disgrace . mobs do not act under the influence of reason and are not controlled by law . they deal out vengeance , not justice , yet in some places these",mobs,"have taken the places of courts and usurped the functions of executive officers . the existence of palliating circumstances must in some instances be admitted , because there are outrages that shock the public sense of right beyond con trol , but there is nothing that can wholly excuse the"
3374,8854_0.txt,NA,1892,"serious . it is but a comparatively few years since none but the worst outrages against female children caused an infliction of lynch law , and then only after the guilt of the accused was established beyond all doubt . later there were cases where aggravated murders were punished by",mob,"violence , and then came a series of cases , north and south , where the result of a victim's wounds were not awaited , but where death at hands of organized lawbreakers was meted out . in new orleans men were hanged after a court of competent jurisdiction had"
3375,8854_0.txt,NA,1892,"of competent jurisdiction had pronounced them innocent , and at shelbyville a man was hung before his victim had died . at memphis four negroes were hung for an assault that has not yet proved fatal , and at findlay there is strong evidence that the man hung by the",mob,"was insane , and therefore irresponsible . not only do the mobs not lessen the crimes for which they wreak vengeance but increase the ferocity with which they inflict it . it is not long since the world was hor rifled by the burning of a mexican in texas and"
3376,8854_0.txt,NA,1892,"man was hung before his victim had died . at memphis four negroes were hung for an assault that has not yet proved fatal , and at findlay there is strong evidence that the man hung by the mob was insane , and therefore irresponsible . not only do the",mobs,"not lessen the crimes for which they wreak vengeance but increase the ferocity with which they inflict it . it is not long since the world was hor rifled by the burning of a mexican in texas and a little later an arkansas , mob danced around a negro who"
3377,8854_0.txt,NA,1892,". not only do the mobs not lessen the crimes for which they wreak vengeance but increase the ferocity with which they inflict it . it is not long since the world was hor rifled by the burning of a mexican in texas and a little later an arkansas ,",mob,"danced around a negro who was slowly cremated . if there can be a case which justifies lynching it is that of eph . grizzard , who was recently hanged by a desperate mob near nashville , but the law would soon have visited upon him the extreme penalty by"
3378,8854_0.txt,NA,1892,"rifled by the burning of a mexican in texas and a little later an arkansas , mob danced around a negro who was slowly cremated . if there can be a case which justifies lynching it is that of eph . grizzard , who was recently hanged by a desperate",mob,"near nashville , but the law would soon have visited upon him the extreme penalty by administering which the law has been broken . a stop should be put to lynching and no endeavor to punish those who engage in it should be omitted it is high time to call"
